SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,NAN
10050100,1692,174,1,0.0,449,5,114,1,1,198,0.08333333333333333,234,1,1,343,0.06481481481481481,207,2,1,520,0.23148148148148148,250,2,1,764,0.26851851851851855,250,0,0,2510,0.35185185185185186,
10050100,1711,113,1,0.0,380,5,44,1,1,138,0.1276595744680851,128,2,1,248,0.2127659574468085,250,2,1,351,0.26595744680851063,250,1,1,589,0.14893617021276595,250,0,0,2510,0.24468085106382978,
10050100,1,133,2,0.0,310,5,81,2,1,216,0.13953488372093023,250,2,1,351,0.19767441860465115,250,1,1,589,0.13953488372093023,250,3,1,661,0.26744186046511625,250,3,1,718,0.2558139534883721,
10050100,31,81,2,0.0,216,5,133,2,1,310,0.15789473684210525,250,1,1,589,0.23684210526315788,250,3,1,661,0.15789473684210525,250,2,1,907,0.21052631578947367,250,1,1,1304,0.23684210526315788,
10050100,1586,250,2,0.2,960,5,250,3,1,450,0.16049382716049382,250,2,2,638,0.19135802469135801,250,2,1,664,0.09259259259259259,250,3,1,841,0.2222222222222222,250,1,1,1029,0.3333333333333333,
10050100,1660,128,2,0.0,248,5,44,1,1,138,0.07317073170731707,126,2,1,275,0.25609756097560976,250,2,1,351,0.10975609756097561,113,1,1,380,0.24390243902439024,250,3,1,1355,0.3170731707317073,
10050100,1709,207,2,0.0,520,5,234,1,1,343,0.16363636363636364,174,1,1,449,0.22727272727272727,250,2,1,712,0.2,250,2,1,764,0.21818181818181817,250,3,1,959,0.19090909090909092,
10010072,1538,150,1,0.0,531,5,24,2,1,96,0.046875,250,1,1,598,0.1953125,250,2,1,688,0.2421875,250,1,1,731,0.2109375,250,0,0,2386,0.3046875,
10010072,1377,201,2,0.0,432,5,250,3,1,489,0.22641509433962265,250,3,1,619,0.16037735849056603,250,1,1,992,0.16981132075471697,250,2,1,1306,0.29245283018867924,250,2,1,1563,0.1509433962264151,
10010072,1383,250,2,0.0,1018,5,228,2,1,234,0.10493827160493827,250,2,1,810,0.25925925925925924,250,3,1,861,0.25308641975308643,250,1,1,1404,0.19753086419753085,250,3,1,2078,0.18518518518518517,
10010072,1465,189,2,0.0,622,5,250,1,1,598,0.0703125,250,2,1,721,0.296875,250,2,1,810,0.1640625,250,3,1,1204,0.21875,250,1,1,1404,0.25,
10010072,1506,242,2,0.0,744,5,116,3,1,385,0.08461538461538462,250,2,1,521,0.2076923076923077,250,1,1,919,0.27692307692307694,250,2,1,1318,0.2230769230769231,250,1,1,1335,0.2076923076923077,
10010072,1521,24,2,0.0,96,5,16,3,1,38,0.10869565217391304,51,2,1,217,0.21739130434782608,150,1,1,531,0.13043478260869565,250,1,1,598,0.2391304347826087,250,2,1,688,0.30434782608695654,
10010072,1526,51,2,0.0,217,5,16,3,1,38,0.13157894736842105,24,2,1,96,0.13157894736842105,250,1,1,598,0.2631578947368421,250,2,1,721,0.21052631578947367,250,3,1,1125,0.2631578947368421,
10010072,1596,191,2,0.0,375,5,228,3,1,417,0.12745098039215685,250,2,1,496,0.35294117647058826,250,1,1,731,0.2647058823529412,250,2,1,1046,0.20588235294117646,250,1,1,1335,0.049019607843137254,
10030011,1129,20,1,0.4,135,5,1,1,0,252,0.06451612903225806,47,1,2,326,0.11290322580645161,175,2,1,463,0.3225806451612903,250,2,1,702,0.16129032258064516,250,0,0,2727,0.3387096774193548,
10030011,1215,57,1,0.2,186,5,1,1,0,10,0.07142857142857142,83,1,1,234,0.1,220,1,1,448,0.35714285714285715,250,2,1,1546,0.37142857142857144,250,0,0,2727,0.1,
10030011,1221,119,1,0.0,338,5,83,1,1,234,0.061224489795918366,250,1,1,649,0.1836734693877551,250,2,1,902,0.17346938775510204,250,2,1,1430,0.2755102040816326,250,0,0,2727,0.30612244897959184,
10030011,1038,248,2,0.2,552,5,47,1,2,326,0.08333333333333333,250,2,1,736,0.19166666666666668,250,3,1,1150,0.25,250,2,1,1477,0.225,250,1,1,1654,0.25,
10030011,1050,163,2,0.0,463,5,250,2,1,645,0.2857142857142857,250,2,1,736,0.09821428571428571,250,3,1,954,0.2857142857142857,250,1,1,961,0.017857142857142856,250,1,1,1654,0.3125,
10030011,1093,175,2,0.2,463,5,20,1,1,135,0.18181818181818182,66,3,1,161,0.10909090909090909,47,1,2,326,0.21818181818181817,250,2,1,702,0.17272727272727273,250,2,1,1477,0.3181818181818182,
10030011,1166,29,2,0.6,134,5,6,1,0,140,0.08928571428571429,96,2,2,221,0.19642857142857142,220,1,1,448,0.25,232,3,1,571,0.10714285714285714,250,2,2,1345,0.35714285714285715,
10050109,179,64,2,0.6,191,5,34,3,2,112,0.13636363636363635,81,2,1,225,0.12121212121212122,145,2,2,569,0.19696969696969696,250,3,2,708,0.2878787878787879,250,1,1,976,0.25757575757575757,
10050109,189,81,2,0.4,225,5,34,3,2,112,0.14634146341463414,64,2,1,191,0.0975609756097561,250,2,1,752,0.3170731707317073,250,1,1,976,0.2926829268292683,163,1,2,1742,0.14634146341463414,
10050109,238,38,2,0.0,254,5,12,2,1,59,0.0975609756097561,64,1,1,191,0.17073170731707318,250,1,1,530,0.35365853658536583,250,1,1,830,0.17073170731707318,250,2,1,1354,0.2073170731707317,
10050109,349,83,2,0.2,385,5,86,2,2,239,0.13541666666666666,250,2,1,513,0.09375,250,3,1,569,0.22916666666666666,250,3,1,762,0.2916666666666667,250,1,1,914,0.25,
10010044,1326,36,1,0.2,182,5,20,2,2,85,0.041666666666666664,23,1,1,114,0.08333333333333333,172,1,1,510,0.2361111111111111,250,2,1,1138,0.3055555555555556,250,0,0,2738,0.3333333333333333,
10010044,1383,85,1,0.0,206,5,5,2,1,25,0.058823529411764705,82,1,1,245,0.14705882352941177,250,1,1,798,0.11764705882352941,250,2,1,1226,0.36764705882352944,250,0,0,2738,0.3088235294117647,
10010044,1391,102,1,0.0,364,5,61,2,1,261,0.09375,198,1,1,413,0.0625,250,2,1,716,0.3020833333333333,250,1,1,1085,0.1875,250,0,0,2738,0.3541666666666667,
10010044,1447,73,1,0.0,312,5,10,2,1,36,0.07317073170731707,198,1,1,413,0.15853658536585366,250,1,1,798,0.15853658536585366,250,2,1,1647,0.3048780487804878,250,0,0,2738,0.3048780487804878,
10010044,1387,61,2,0.0,261,5,102,1,1,364,0.10714285714285714,250,2,1,716,0.17857142857142858,250,3,1,978,0.32142857142857145,250,2,1,1030,0.15476190476190477,250,1,1,1085,0.23809523809523808,
10050136,271,94,1,0.0,243,5,61,1,1,258,0.20512820512820512,250,2,1,638,0.16666666666666666,250,1,1,822,0.08974358974358974,250,2,1,1308,0.2948717948717949,250,0,0,2456,0.24358974358974358,
10050136,284,121,1,0.4,203,5,150,2,2,296,0.16666666666666666,27,1,2,650,0.19444444444444445,250,2,1,710,0.1388888888888889,250,1,1,814,0.2361111111111111,250,0,0,2456,0.2638888888888889,
10050136,136,43,2,0.6,192,5,5,3,1,27,0.058823529411764705,86,2,2,282,0.10294117647058823,250,3,1,792,0.3382352941176471,103,2,2,1005,0.27941176470588236,86,1,2,1215,0.22058823529411764,
10050136,238,60,2,0.2,169,5,22,2,1,87,0.109375,115,3,1,373,0.078125,250,3,2,692,0.359375,250,1,1,822,0.15625,250,2,1,1308,0.296875,
10050136,277,250,2,0.4,710,5,121,1,1,203,0.07246376811594203,150,2,2,296,0.2318840579710145,27,1,2,650,0.18115942028985507,250,2,1,869,0.2826086956521739,250,3,1,1001,0.2318840579710145,
10030018,602,164,1,0.2,476,5,31,2,1,177,0.20754716981132076,246,1,2,682,0.1792452830188679,250,2,1,1308,0.08490566037735849,250,1,1,1495,0.19811320754716982,250,0,0,2443,0.330188679245283,
10030018,647,250,1,0.4,519,5,87,2,1,251,0.10833333333333334,250,2,1,514,0.25,246,1,2,682,0.14166666666666666,250,1,2,1407,0.15833333333333333,250,0,0,2443,0.3416666666666667,
10030018,509,250,2,0.2,566,5,250,2,1,598,0.25,250,1,1,617,0.15,250,3,1,652,0.225,250,2,2,877,0.16666666666666666,250,3,1,1207,0.20833333333333334,
10030018,601,196,2,0.2,495,5,31,2,1,177,0.18181818181818182,250,2,1,976,0.20909090909090908,250,3,2,1214,0.14545454545454545,250,2,1,1308,0.32727272727272727,250,1,1,1495,0.13636363636363635,
10030018,634,250,2,0.2,1110,5,57,1,1,226,0.19540229885057472,250,2,1,539,0.14367816091954022,250,1,1,788,0.14367816091954022,250,2,1,950,0.2988505747126437,250,1,2,1407,0.21839080459770116,
10030018,676,138,2,0.4,390,5,59,2,2,214,0.1574074074074074,250,2,1,514,0.18518518518518517,250,3,1,840,0.25,250,3,1,1202,0.08333333333333333,250,1,2,1407,0.32407407407407407,
10030018,690,87,2,0.2,251,5,48,3,1,140,0.10714285714285714,250,2,1,514,0.2261904761904762,250,1,1,519,0.15476190476190477,246,1,2,682,0.30952380952380953,250,2,1,1074,0.20238095238095238,
10030018,697,105,2,0.6,240,5,59,2,2,214,0.08974358974358974,250,2,1,539,0.1794871794871795,250,3,1,672,0.16666666666666666,250,1,2,1407,0.34615384615384615,250,3,2,1941,0.21794871794871795,
10050131,986,115,1,0.2,364,5,11,2,2,26,0.04081632653061224,86,1,1,390,0.17346938775510204,250,2,1,551,0.21428571428571427,250,1,1,855,0.23469387755102042,250,0,0,2507,0.336734693877551,
10050131,997,86,1,0.0,390,5,250,2,1,312,0.03773584905660377,115,1,1,364,0.16037735849056603,250,2,1,551,0.2169811320754717,250,1,1,1390,0.36792452830188677,250,0,0,2507,0.2169811320754717,
10050131,907,50,2,0.4,151,5,147,2,1,304,0.08333333333333333,147,2,1,398,0.11666666666666667,2,1,0,532,0.18333333333333332,250,1,1,855,0.3,250,3,2,876,0.31666666666666665,
10050131,1103,87,2,0.4,268,5,122,2,1,534,0.2289156626506024,2,1,0,685,0.26506024096385544,250,3,1,701,0.20481927710843373,171,2,2,983,0.08433734939759036,250,3,1,1510,0.21686746987951808,
10010088,1129,168,1,0.0,483,5,250,1,1,502,0.1896551724137931,250,2,1,530,0.20689655172413793,250,1,1,1071,0.10344827586206896,250,2,1,1129,0.1896551724137931,250,0,0,2736,0.3103448275862069,
10010088,1151,127,1,0.0,268,5,250,2,1,473,0.11904761904761904,250,2,1,734,0.19047619047619047,250,1,1,885,0.14285714285714285,250,1,1,1071,0.25,250,0,0,2736,0.2976190476190476,
10010088,1267,49,1,0.0,191,5,5,1,0,39,0.03225806451612903,21,2,1,108,0.0967741935483871,174,1,1,420,0.3387096774193548,250,2,1,821,0.27419354838709675,250,0,0,2736,0.25806451612903225,
10010088,1077,127,2,0.0,275,5,98,3,1,333,0.2804878048780488,250,2,1,621,0.15853658536585366,250,3,1,726,0.18292682926829268,250,1,1,1071,0.3048780487804878,250,2,1,1129,0.07317073170731707,
10010088,1142,148,2,0.0,236,5,46,2,1,159,0.12195121951219512,250,1,1,502,0.2682926829268293,250,2,1,530,0.24390243902439024,250,3,1,629,0.14634146341463414,250,3,1,683,0.21951219512195122,
10010088,1175,45,2,0.0,192,5,1,2,1,11,0.05405405405405406,46,2,1,159,0.0945945945945946,250,1,1,502,0.22972972972972974,250,3,1,1343,0.2702702702702703,250,1,1,1419,0.35135135135135137,
10010088,1183,46,2,0.0,159,5,45,2,1,192,0.11290322580645161,148,2,1,236,0.16129032258064516,250,1,1,502,0.12903225806451613,250,3,1,683,0.25806451612903225,250,3,1,1343,0.3387096774193548,
10010088,1287,21,2,0.0,108,5,49,1,1,191,0.125,115,2,1,228,0.22916666666666666,174,1,1,420,0.1875,250,3,1,714,0.08333333333333333,250,2,1,821,0.375,
10010088,1313,115,2,0.2,228,5,50,3,2,102,0.15789473684210525,21,2,1,108,0.14473684210526316,250,2,1,352,0.15789473684210525,174,1,1,420,0.19736842105263158,250,3,1,714,0.34210526315789475,
10030027,367,250,1,0.0,936,5,53,1,1,233,0.1,250,1,1,973,0.22666666666666666,250,2,1,1333,0.25333333333333335,250,2,1,1563,0.24,250,0,0,3040,0.18,
10030027,411,53,1,0.0,233,5,115,1,1,459,0.1282051282051282,250,2,1,541,0.21794871794871795,250,1,1,936,0.19230769230769232,250,2,1,1563,0.14102564102564102,250,0,0,3040,0.32051282051282054,
10030027,418,84,1,0.0,256,5,92,2,1,182,0.08536585365853659,250,1,1,580,0.25609756097560976,250,2,1,650,0.1951219512195122,250,1,1,676,0.23170731707317074,250,0,0,3040,0.23170731707317074,
10030027,431,115,1,0.0,459,5,53,1,1,233,0.09803921568627451,250,2,1,541,0.22549019607843138,250,1,1,580,0.13725490196078433,250,2,1,1153,0.21568627450980393,250,0,0,3040,0.3235294117647059,
10030027,277,151,2,0.0,301,5,219,3,1,348,0.18181818181818182,250,2,1,764,0.10227272727272728,250,1,1,1030,0.2159090909090909,250,2,1,1070,0.17045454545454544,250,3,1,1462,0.32954545454545453,
10030027,301,140,2,0.0,518,5,250,3,1,696,0.20833333333333334,250,3,1,723,0.16666666666666666,250,1,1,973,0.3416666666666667,250,2,1,1002,0.2,250,2,1,1333,0.08333333333333333,
10030027,363,205,2,0.0,463,5,48,3,1,84,0.08928571428571429,250,2,1,525,0.21428571428571427,250,1,1,676,0.22321428571428573,250,1,1,722,0.20535714285714285,250,2,1,960,0.26785714285714285,
10030027,464,92,2,0.0,182,5,84,1,1,256,0.10294117647058823,138,2,1,299,0.17647058823529413,250,1,1,580,0.2647058823529412,250,2,1,650,0.27941176470588236,250,3,1,1181,0.17647058823529413,
10050191,1111,250,1,0.0,674,5,250,2,1,590,0.03968253968253968,250,1,1,676,0.10317460317460317,250,2,1,1114,0.25396825396825395,250,1,1,1328,0.3333333333333333,250,0,0,2567,0.2698412698412698,
10050191,916,68,2,0.2,192,5,29,2,1,122,0.06060606060606061,227,2,1,362,0.21212121212121213,250,3,1,378,0.22727272727272727,192,3,1,487,0.21212121212121213,73,1,2,820,0.2878787878787879,
10050191,934,29,2,0.2,122,5,68,2,1,192,0.07142857142857142,250,3,1,378,0.26785714285714285,233,3,1,396,0.19642857142857142,250,2,1,598,0.17857142857142858,73,1,2,820,0.2857142857142857,
10050191,1064,238,2,0.0,392,5,196,2,1,419,0.07,250,1,1,749,0.27,250,2,1,891,0.13,250,3,1,1080,0.29,250,1,1,1328,0.24,
10050191,1132,196,2,0.0,419,5,238,2,1,392,0.0603448275862069,250,2,1,635,0.27586206896551724,250,3,1,803,0.14655172413793102,250,3,1,1080,0.29310344827586204,250,1,1,1328,0.22413793103448276,
10050191,1156,250,2,0.0,635,5,196,2,1,419,0.25396825396825395,250,2,1,799,0.21428571428571427,250,3,1,803,0.12698412698412698,250,3,1,921,0.1984126984126984,250,1,1,1328,0.20634920634920634,
10050191,1188,250,2,0.0,799,5,250,2,1,590,0.22916666666666666,250,2,1,635,0.1875,250,3,1,921,0.1736111111111111,250,3,1,956,0.25,250,1,1,1328,0.1597222222222222,
10010043,5,250,1,0.0,610,5,210,1,1,390,0.14655172413793102,228,2,1,506,0.22413793103448276,250,1,1,590,0.19827586206896552,250,2,1,1154,0.20689655172413793,250,0,0,2867,0.22413793103448276,
10010043,38,210,1,0.0,390,5,243,2,1,463,0.21568627450980393,250,1,1,610,0.16666666666666666,250,1,1,842,0.2647058823529412,250,2,1,1154,0.0392156862745098,250,0,0,2867,0.3137254901960784,
10010043,155,250,1,0.0,475,5,1,2,1,1,0.01694915254237288,94,2,1,292,0.17796610169491525,175,2,1,483,0.17796610169491525,250,1,1,1217,0.288135593220339,250,0,0,2867,0.3389830508474576,
10010043,17,243,2,0.0,463,5,210,1,1,390,0.21153846153846154,250,2,1,496,0.14423076923076922,250,3,1,570,0.18269230769230768,250,1,1,842,0.16346153846153846,250,2,1,1154,0.2980769230769231,
10010043,85,250,2,0.0,749,5,250,2,1,496,0.16666666666666666,250,3,1,569,0.1527777777777778,250,3,1,792,0.1597222222222222,250,1,1,842,0.2986111111111111,250,2,1,1921,0.2222222222222222,
10010043,94,49,2,0.0,174,5,116,2,1,260,0.13157894736842105,250,2,1,591,0.039473684210526314,250,3,1,1170,0.25,250,1,1,1565,0.3026315789473684,250,3,1,1987,0.27631578947368424,
10010043,154,94,2,0.0,292,5,12,3,1,65,0.13636363636363635,250,1,1,475,0.23863636363636365,175,2,1,483,0.19318181818181818,250,2,1,591,0.11363636363636363,250,1,1,1565,0.3181818181818182,
10010043,199,244,2,0.0,358,5,175,2,1,483,0.20408163265306123,250,3,1,826,0.24489795918367346,250,1,1,1217,0.22448979591836735,250,3,1,1473,0.1326530612244898,250,2,1,1865,0.19387755102040816,
10010043,203,250,2,0.0,576,5,250,1,1,1217,0.12903225806451613,250,3,1,1577,0.2661290322580645,250,3,1,1798,0.20161290322580644,250,2,1,1865,0.13709677419354838,250,2,1,1921,0.2661290322580645,
10010043,1710,228,2,0.2,506,5,250,3,2,377,0.11607142857142858,250,1,1,590,0.11607142857142858,250,1,1,610,0.23214285714285715,250,2,1,686,0.3125,250,2,1,1154,0.22321428571428573,
10050165,604,147,1,0.6,600,5,57,1,2,296,0.15833333333333333,128,2,2,835,0.18333333333333332,250,2,1,1039,0.16666666666666666,29,1,2,1177,0.30833333333333335,250,0,0,2865,0.18333333333333332,
10050165,616,62,1,0.2,256,5,1,1,0,163,0.056818181818181816,250,2,1,801,0.1590909090909091,250,1,1,1054,0.125,250,2,1,1111,0.3068181818181818,250,0,0,2865,0.3522727272727273,
10050165,434,245,2,0.4,686,5,45,2,2,144,0.14615384615384616,132,3,1,288,0.13076923076923078,250,2,2,589,0.2076923076923077,250,3,1,1117,0.23846153846153847,250,1,1,2226,0.27692307692307694,
10050165,521,226,2,0.2,348,5,130,2,1,305,0.14583333333333334,160,1,1,452,0.15625,167,3,2,554,0.21875,250,2,1,2067,0.23958333333333334,250,1,1,2226,0.23958333333333334,
10050165,541,130,2,0.4,305,5,57,1,2,296,0.25555555555555554,226,2,1,348,0.15555555555555556,160,1,1,452,0.2,167,3,2,554,0.17777777777777778,250,2,1,1039,0.2111111111111111,
10030020,792,100,1,0.0,439,5,46,1,1,62,0.125,28,1,1,87,0.08035714285714286,79,2,1,293,0.15178571428571427,250,2,1,956,0.29464285714285715,250,0,0,2712,0.3482142857142857,
10030020,815,46,1,0.0,62,5,30,1,1,155,0.2619047619047619,100,1,1,439,0.3333333333333333,250,2,1,506,0.11904761904761904,250,2,1,956,0.07142857142857142,250,0,0,2712,0.21428571428571427,
10030020,837,30,1,0.0,155,5,46,1,1,62,0.1774193548387097,250,1,1,433,0.25806451612903225,250,2,1,506,0.25806451612903225,250,2,1,1259,0.20967741935483872,250,0,0,2712,0.0967741935483871,
10030020,863,250,1,0.0,433,5,30,1,1,155,0.14814814814814814,110,2,1,263,0.06481481481481481,250,1,1,1053,0.2777777777777778,250,2,1,1259,0.32407407407407407,250,0,0,2712,0.18518518518518517,
10030020,874,155,1,0.0,528,5,80,1,1,290,0.16666666666666666,250,1,1,500,0.15833333333333333,238,2,1,568,0.13333333333333333,250,2,1,595,0.225,250,0,0,2712,0.31666666666666665,
10030020,709,49,2,0.0,201,5,52,3,1,105,0.12857142857142856,213,2,1,277,0.15714285714285714,250,3,1,464,0.2714285714285714,250,1,1,573,0.2714285714285714,250,2,1,1576,0.17142857142857143,
10030020,746,25,2,0.0,113,5,6,3,1,30,0.03571428571428571,213,2,1,277,0.17857142857142858,210,3,1,382,0.25,250,1,1,567,0.21428571428571427,222,2,1,607,0.32142857142857145,
10010017,1109,250,1,0.2,951,5,99,1,1,353,0.10135135135135136,250,2,2,483,0.16216216216216217,250,2,1,882,0.22972972972972974,250,1,1,900,0.21621621621621623,250,0,0,2272,0.2905405405405405,
10010017,1115,99,1,0.2,353,5,65,1,1,224,0.13043478260869565,250,2,2,483,0.17391304347826086,250,1,1,951,0.16304347826086957,250,2,1,1432,0.2717391304347826,250,0,0,2272,0.2608695652173913,
10010017,1152,65,1,0.0,224,5,22,2,1,76,0.06756756756756757,99,1,1,353,0.16216216216216217,250,1,1,640,0.24324324324324326,250,2,1,1432,0.28378378378378377,250,0,0,2272,0.24324324324324326,
10010017,1171,141,1,0.0,551,5,16,1,1,82,0.08333333333333333,250,1,1,588,0.125,250,2,1,906,0.18333333333333332,250,2,1,1085,0.25,250,0,0,2272,0.35833333333333334,
10010017,1217,178,1,0.0,504,5,121,2,1,286,0.2636363636363636,250,1,1,351,0.06363636363636363,250,1,1,588,0.2,250,2,1,813,0.12727272727272726,250,0,0,2272,0.34545454545454546,
10010017,1049,31,2,0.0,166,5,8,3,1,36,0.08823529411764706,250,2,1,882,0.11764705882352941,250,1,1,900,0.3382352941176471,250,2,1,1127,0.11764705882352941,250,3,1,1148,0.3382352941176471,
10010017,1162,22,2,0.0,76,5,65,1,1,224,0.10869565217391304,250,1,1,640,0.41304347826086957,193,3,1,703,0.13043478260869565,250,2,1,902,0.10869565217391304,250,2,1,1432,0.2391304347826087,
10010017,1238,121,2,0.0,286,5,100,3,1,287,0.2,250,1,1,351,0.17777777777777778,178,1,1,504,0.32222222222222224,250,2,1,813,0.011111111111111112,250,2,1,1077,0.28888888888888886,
10010017,1241,94,2,0.0,156,5,72,3,1,296,0.15625,250,1,1,588,0.34375,250,2,1,813,0.15625,250,3,1,1059,0.15625,250,2,1,1085,0.1875,
10050162,580,211,1,0.4,685,5,210,2,1,325,0.18571428571428572,242,2,2,770,0.1,111,2,2,845,0.2642857142857143,250,1,1,969,0.12857142857142856,250,0,0,2425,0.32142857142857145,
10050162,424,50,2,0.2,232,5,43,3,1,75,0.11428571428571428,250,2,1,407,0.2,1,1,0,485,0.14285714285714285,250,3,1,552,0.21428571428571427,250,2,1,938,0.32857142857142857,
10050162,450,54,2,0.4,150,5,168,2,1,452,0.20689655172413793,142,2,1,502,0.1896551724137931,226,3,2,537,0.1724137931034483,250,1,1,544,0.2413793103448276,250,3,2,671,0.1896551724137931,
10050162,475,142,2,0.4,502,5,54,2,1,150,0.09821428571428571,210,2,1,350,0.16964285714285715,250,1,1,544,0.25,250,3,2,671,0.1875,1,1,0,884,0.29464285714285715,
10050162,587,200,2,0.2,416,5,210,2,1,432,0.22321428571428573,250,3,1,653,0.16071428571428573,242,2,2,770,0.24107142857142858,250,3,1,792,0.16071428571428573,250,1,1,969,0.21428571428571427,
10050162,609,210,2,0.6,325,5,75,3,1,166,0.13953488372093023,211,1,1,685,0.3023255813953488,242,2,2,770,0.2558139534883721,166,3,2,775,0.1744186046511628,111,2,2,845,0.12790697674418605,
10030074,255,133,2,0.4,220,5,250,3,1,398,0.08108108108108109,148,3,2,522,0.20270270270270271,250,2,2,1025,0.22972972972972974,250,1,1,1192,0.25675675675675674,250,2,1,1915,0.22972972972972974,
10030074,301,250,2,0.2,479,5,78,3,1,236,0.16071428571428573,67,2,2,264,0.125,250,1,1,1003,0.29464285714285715,250,3,1,1201,0.21428571428571427,250,2,1,1498,0.20535714285714285,
10030074,384,155,2,0.2,385,5,24,3,1,131,0.14,161,2,1,273,0.11,250,2,1,831,0.28,250,1,1,983,0.27,250,3,2,1677,0.2,
10030074,419,27,2,0.0,114,5,79,2,1,261,0.21428571428571427,161,2,1,273,0.07142857142857142,250,3,1,508,0.32142857142857145,250,1,1,679,0.19642857142857142,250,1,1,983,0.19642857142857142,
10030074,444,121,2,0.4,218,5,250,2,2,325,0.19444444444444445,158,3,2,327,0.19444444444444445,250,3,1,554,0.2222222222222222,250,1,1,1418,0.2916666666666667,250,2,1,1936,0.09722222222222222,
10030074,453,79,2,0.2,261,5,27,2,1,114,0.15384615384615385,250,3,1,307,0.1794871794871795,250,2,2,325,0.23076923076923078,250,3,1,508,0.24358974358974358,250,1,1,679,0.19230769230769232,
10010028,1291,131,1,0.0,294,5,129,2,1,222,0.2375,250,2,1,570,0.1625,250,1,1,645,0.1625,250,1,1,708,0.15,250,0,0,2311,0.2875,
10010028,1303,183,1,0.0,419,5,190,1,1,490,0.1836734693877551,250,1,1,770,0.24489795918367346,250,2,1,872,0.20408163265306123,250,2,1,1200,0.16326530612244897,250,0,0,2311,0.20408163265306123,
10010028,1320,190,1,0.0,490,5,174,2,1,300,0.08181818181818182,183,1,1,419,0.16363636363636364,250,2,1,872,0.22727272727272727,250,1,1,1174,0.2545454545454545,250,0,0,2311,0.2727272727272727,
10010028,1165,149,2,0.0,289,5,250,3,1,244,0.16304347826086957,105,2,1,296,0.16304347826086957,250,2,1,575,0.13043478260869565,250,1,1,658,0.21739130434782608,250,3,1,749,0.32608695652173914,
10010028,1174,40,2,0.2,173,5,105,2,1,296,0.09090909090909091,186,2,2,385,0.045454545454545456,250,1,1,952,0.36363636363636365,250,3,1,1102,0.2878787878787879,250,3,1,1167,0.21212121212121213,
10010028,1257,129,2,0.0,222,5,131,1,1,294,0.25,112,3,1,337,0.13157894736842105,250,2,1,570,0.14473684210526316,250,1,1,708,0.19736842105263158,250,2,1,740,0.27631578947368424,
10010028,1331,83,2,0.2,229,5,250,2,1,502,0.19230769230769232,145,3,1,520,0.20512820512820512,250,2,1,570,0.14102564102564102,250,1,1,645,0.2948717948717949,250,3,2,768,0.16666666666666666,
10010028,1340,174,2,0.0,300,5,1,3,1,2,0.011904761904761904,250,2,1,362,0.30952380952380953,190,1,1,490,0.10714285714285714,250,2,1,872,0.2619047619047619,250,1,1,1174,0.30952380952380953,
10030080,197,103,1,0.0,434,5,21,1,1,91,0.08333333333333333,107,2,1,209,0.17592592592592593,250,1,1,1222,0.25,250,2,1,1469,0.16666666666666666,250,0,0,2716,0.32407407407407407,
10030080,215,14,1,0.0,71,5,66,1,1,297,0.09523809523809523,221,2,1,397,0.2619047619047619,250,2,1,440,0.11904761904761904,250,1,1,865,0.21428571428571427,250,0,0,2716,0.30952380952380953,
10030080,279,44,1,0.0,257,5,21,1,1,91,0.09523809523809523,58,2,1,242,0.17857142857142858,250,1,1,846,0.19047619047619047,250,2,1,1469,0.3333333333333333,250,0,0,2716,0.20238095238095238,
10030080,283,59,1,0.2,165,5,30,2,1,144,0.13636363636363635,1,1,0,237,0.18181818181818182,66,1,1,297,0.16666666666666666,250,2,1,1649,0.24242424242424243,250,0,0,2716,0.2727272727272727,
10030080,314,42,1,0.4,129,5,67,2,2,207,0.17857142857142858,1,1,0,237,0.10714285714285714,242,2,1,520,0.30357142857142855,250,1,1,846,0.16071428571428573,250,0,0,2716,0.25,
10030080,149,144,2,0.2,244,5,97,2,2,284,0.2222222222222222,250,2,1,440,0.2222222222222222,250,3,1,745,0.3194444444444444,250,3,1,849,0.125,250,1,1,865,0.1111111111111111,
10030080,188,107,2,0.2,209,5,103,1,1,434,0.27941176470588236,250,3,1,996,0.19117647058823528,250,1,1,1222,0.22058823529411764,250,2,2,1239,0.19117647058823528,250,2,1,1469,0.11764705882352941,
10030080,287,58,2,0.0,242,5,64,3,1,197,0.06097560975609756,44,1,1,257,0.18292682926829268,250,2,1,588,0.32926829268292684,250,1,1,846,0.2073170731707317,250,2,1,1469,0.21951219512195122,
10050196,764,108,1,0.2,444,5,31,2,1,76,0.09433962264150944,83,1,2,246,0.11320754716981132,250,1,1,1117,0.25471698113207547,250,2,1,1468,0.2830188679245283,250,0,0,2532,0.25471698113207547,
10050196,814,53,1,0.0,231,5,61,2,1,172,0.16666666666666666,78,1,1,258,0.05555555555555555,250,1,1,511,0.1527777777777778,250,2,1,626,0.3194444444444444,250,0,0,2532,0.3055555555555556,
10050196,834,40,1,0.0,71,5,63,2,1,121,0.225,82,1,1,216,0.125,123,2,1,367,0.225,250,1,1,1117,0.2,250,0,0,2532,0.225,
10050196,837,78,1,0.0,258,5,53,1,1,231,0.05,250,2,1,626,0.275,250,2,1,885,0.225,250,1,1,1044,0.1875,250,0,0,2532,0.2625,
