SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,dis6,rcp6,typ6,irs6,lf6,dis7,rcp7,typ7,irs7,lf7,NAN
10010072,1513,250,1,0.0,598,7,24,2,1,96,0.0873015873015873,51,2,1,217,0.15873015873015872,150,1,1,531,0.1984126984126984,189,2,1,622,0.07142857142857142,250,2,1,721,0.15079365079365079,250,1,1,1404,0.18253968253968253,250,0,0,2386,0.15079365079365079,
10010072,1548,250,2,0.0,1318,7,117,3,1,162,0.06701030927835051,116,3,1,385,0.17010309278350516,242,2,1,744,0.14948453608247422,250,3,1,899,0.18041237113402062,250,2,1,1002,0.2422680412371134,250,1,1,1335,0.030927835051546393,250,3,1,1389,0.15979381443298968,
10010072,1558,250,2,0.0,688,7,16,3,1,38,0.08333333333333333,24,2,1,96,0.10606060606060606,128,3,1,337,0.1590909090909091,150,1,1,531,0.23484848484848486,250,1,1,731,0.11363636363636363,250,2,1,1046,0.22727272727272727,250,3,1,1125,0.07575757575757576,
10010072,1602,250,2,0.0,1046,7,128,3,1,337,0.11875,191,2,1,375,0.13125,228,3,1,417,0.13125,250,3,1,626,0.15,250,2,1,688,0.1875,250,1,1,731,0.11875,250,3,1,1423,0.1625,
10010072,1621,250,2,0.0,496,7,28,2,1,194,0.18548387096774194,115,3,1,289,0.20967741935483872,191,2,1,375,0.2903225806451613,228,3,1,417,0.13709677419354838,250,3,1,682,0.056451612903225805,250,1,1,1335,0.03225806451612903,250,3,1,2343,0.08870967741935484,
10030011,1199,220,1,0.2857142857142857,448,7,15,2,1,67,0.11818181818181818,29,2,1,134,0.12727272727272726,6,1,0,140,0.11818181818181818,57,1,1,186,0.22727272727272727,96,2,2,221,0.16363636363636364,250,2,1,1546,0.01818181818181818,250,0,0,2727,0.22727272727272727,
10030011,1027,250,2,0.14285714285714285,736,7,163,2,1,463,0.0763888888888889,250,3,2,532,0.19444444444444445,248,2,1,552,0.1597222222222222,250,3,1,954,0.0763888888888889,250,3,1,1150,0.08333333333333333,250,3,1,1307,0.1736111111111111,250,1,1,1654,0.2361111111111111,
10030011,1141,250,2,0.14285714285714285,702,7,20,1,1,135,0.07042253521126761,66,3,1,161,0.1619718309859155,1,1,0,252,0.16901408450704225,175,2,1,463,0.13380281690140844,240,3,1,582,0.21830985915492956,250,1,1,649,0.15492957746478872,250,2,1,1092,0.09154929577464789,
10030011,1253,250,2,0.0,1430,7,119,1,1,338,0.14516129032258066,250,1,1,649,0.11290322580645161,250,3,1,883,0.12365591397849462,250,2,1,902,0.15053763440860216,250,2,1,1092,0.16666666666666666,250,3,1,1516,0.06989247311827956,250,3,1,1769,0.23118279569892472,
10050109,209,250,1,0.14285714285714285,530,7,12,2,1,59,0.05084745762711865,64,1,1,191,0.03389830508474576,38,2,1,254,0.2457627118644068,145,2,2,569,0.23728813559322035,250,2,1,905,0.06779661016949153,250,1,1,976,0.211864406779661,250,0,0,2603,0.15254237288135594,
10050109,269,250,1,0.2857142857142857,830,7,64,1,1,191,0.16891891891891891,38,2,1,254,0.0945945945945946,245,2,1,613,0.16891891891891891,99,1,2,684,0.22972972972972974,250,2,2,916,0.08108108108108109,250,2,1,1354,0.24324324324324326,250,0,0,2603,0.013513513513513514,
10050109,317,250,1,0.42857142857142855,914,7,86,2,2,239,0.13815789473684212,250,2,1,355,0.05921052631578947,83,2,1,385,0.15789473684210525,1,1,0,441,0.14473684210526316,250,2,1,513,0.14473684210526316,99,1,2,684,0.125,250,0,0,2603,0.23026315789473684,
10050109,299,250,2,0.7142857142857143,725,7,1,1,0,204,0.09558823529411764,113,3,2,366,0.18382352941176472,154,3,2,372,0.058823529411764705,248,2,1,485,0.20588235294117646,250,3,1,863,0.14705882352941177,166,2,2,1338,0.1323529411764706,250,3,2,1450,0.17647058823529413,
10010044,1345,250,1,0.14285714285714285,1085,7,23,1,1,114,0.0783132530120482,44,2,2,254,0.12650602409638553,61,2,1,261,0.12048192771084337,102,1,1,364,0.10843373493975904,250,2,1,1030,0.21686746987951808,250,2,1,1138,0.22289156626506024,250,0,0,2738,0.12650602409638553,
10010044,1314,250,2,0.0,636,7,24,1,1,103,0.1111111111111111,82,1,1,245,0.0873015873015873,250,3,1,477,0.11904761904761904,172,1,1,510,0.18253968253968253,202,3,1,530,0.15873015873015872,250,2,1,1023,0.0873015873015873,250,2,1,1089,0.25396825396825395,
10010044,1428,250,2,0.0,716,7,15,3,1,53,0.08333333333333333,61,2,1,261,0.10416666666666667,102,1,1,364,0.2013888888888889,198,1,1,413,0.0625,250,3,1,692,0.09027777777777778,250,3,1,978,0.2152777777777778,250,2,1,1035,0.24305555555555555,
10010044,1475,250,2,0.0,1035,7,10,2,1,36,0.045454545454545456,198,1,1,413,0.21022727272727273,250,3,1,457,0.1875,250,3,1,692,0.08522727272727272,250,2,1,716,0.19886363636363635,250,3,1,1119,0.25,250,2,1,1647,0.022727272727272728,
10050136,267,250,2,0.2857142857142857,869,7,250,3,1,568,0.14556962025316456,27,1,2,650,0.0189873417721519,250,2,1,710,0.2468354430379747,250,3,1,724,0.18354430379746836,250,3,2,948,0.08860759493670886,250,3,1,1001,0.11392405063291139,250,2,1,1116,0.20253164556962025,
10050136,299,250,2,0.42857142857142855,638,7,25,3,2,94,0.1015625,38,3,1,162,0.1484375,94,1,1,243,0.1015625,61,1,1,258,0.1328125,250,2,2,630,0.0546875,250,1,2,1269,0.2421875,250,2,1,1308,0.21875,
10050136,338,250,2,0.2857142857142857,854,7,74,3,1,199,0.06756756756756757,150,2,2,296,0.10810810810810811,201,2,2,321,0.10810810810810811,176,3,1,502,0.17567567567567569,250,1,1,814,0.14189189189189189,250,3,1,856,0.21621621621621623,250,3,1,1001,0.18243243243243243,
10050136,400,250,2,0.2857142857142857,1300,7,9,2,1,31,0.06382978723404255,116,3,1,210,0.05319148936170213,201,2,2,321,0.10638297872340426,176,3,1,502,0.16489361702127658,250,3,1,726,0.18617021276595744,250,3,1,914,0.24468085106382978,250,1,2,1269,0.18085106382978725,
10030018,578,250,1,0.0,788,7,17,1,1,89,0.10606060606060606,57,1,1,226,0.03787878787878788,250,2,1,598,0.16666666666666666,250,2,1,617,0.22727272727272727,250,2,1,950,0.17424242424242425,250,2,1,1110,0.1893939393939394,250,0,0,2443,0.09848484848484848,
10030018,487,250,2,0.14285714285714285,913,7,12,3,1,54,0.07792207792207792,250,1,1,543,0.18181818181818182,250,3,1,825,0.18831168831168832,250,2,2,877,0.1038961038961039,250,3,1,887,0.1038961038961039,250,2,1,1008,0.2012987012987013,250,1,1,1495,0.14285714285714285,
10030018,514,250,2,0.14285714285714285,1008,7,12,3,1,54,0.02976190476190476,129,3,2,232,0.13690476190476192,250,3,1,266,0.047619047619047616,250,2,1,913,0.18452380952380953,250,2,1,976,0.2261904761904762,250,3,1,1192,0.16071428571428573,250,1,1,1495,0.21428571428571427,
10030018,630,250,2,0.2857142857142857,1308,7,31,2,1,177,0.026041666666666668,164,1,1,476,0.046875,196,2,1,495,0.1875,246,1,2,682,0.09895833333333333,250,3,1,1022,0.171875,250,3,2,1214,0.203125,250,2,1,1385,0.265625,
10030018,662,250,2,0.14285714285714285,539,7,105,2,1,240,0.11764705882352941,160,3,1,376,0.1092436974789916,250,3,1,492,0.008403361344537815,250,3,1,672,0.2857142857142857,250,2,1,950,0.06722689075630252,250,2,1,1110,0.21008403361344538,250,1,2,1407,0.20168067226890757,
10030018,686,250,2,0.2857142857142857,1385,7,117,3,1,316,0.045454545454545456,250,3,2,608,0.15656565656565657,246,1,2,682,0.1717171717171717,250,3,1,992,0.1111111111111111,250,3,1,1022,0.06060606060606061,250,2,1,1074,0.19696969696969696,250,2,1,1308,0.25757575757575757,
10050131,948,250,1,0.2857142857142857,855,7,11,2,2,26,0.060810810810810814,50,2,1,151,0.12162162162162163,147,2,1,304,0.0945945945945946,115,1,1,364,0.1554054054054054,2,1,0,532,0.16891891891891891,250,2,1,1451,0.23648648648648649,250,0,0,2507,0.16216216216216217,
10050131,1016,250,2,0.42857142857142855,706,7,15,2,1,81,0.11594202898550725,117,3,2,239,0.15942028985507245,78,3,1,312,0.14492753623188406,250,3,1,357,0.10869565217391304,1,1,0,411,0.21014492753623187,1,1,0,941,0.07246376811594203,250,2,1,1303,0.18840579710144928,
10050131,1036,250,2,0.0,1314,7,92,3,1,220,0.10869565217391304,250,2,1,312,0.08695652173913043,143,3,1,409,0.14130434782608695,231,3,1,520,0.19021739130434784,250,3,1,572,0.14673913043478262,250,2,1,692,0.18478260869565216,250,1,1,1390,0.14130434782608695,
10010088,1123,250,1,0.0,1071,7,127,1,1,268,0.12804878048780488,127,2,1,275,0.1524390243902439,250,2,1,473,0.1402439024390244,168,1,1,483,0.07317073170731707,250,2,1,621,0.11585365853658537,250,2,1,1129,0.1524390243902439,250,0,0,2736,0.23780487804878048,
10010088,1162,250,1,0.0,502,7,46,2,1,159,0.07017543859649122,45,2,1,192,0.14912280701754385,148,2,1,236,0.19298245614035087,168,1,1,483,0.19298245614035087,250,2,1,530,0.06140350877192982,250,1,1,1419,0.13157894736842105,250,0,0,2736,0.20175438596491227,
10010088,1203,250,1,0.0,885,7,127,1,1,268,0.0821917808219178,56,1,1,313,0.13013698630136986,250,2,1,370,0.1095890410958904,250,2,1,664,0.15753424657534246,250,2,1,734,0.18493150684931506,250,2,1,1037,0.1506849315068493,250,0,0,2736,0.18493150684931506,
10010088,1272,174,1,0.0,420,7,21,2,1,108,0.08653846153846154,49,1,1,191,0.20192307692307693,115,2,1,228,0.14423076923076922,56,1,1,313,0.18269230769230768,250,2,1,352,0.15384615384615385,250,2,1,1037,0.17307692307692307,250,0,0,2736,0.057692307692307696,
10010088,1089,250,2,0.0,621,7,100,3,1,184,0.14285714285714285,127,2,1,275,0.10317460317460317,196,3,1,392,0.031746031746031744,250,2,1,473,0.16666666666666666,250,3,1,585,0.15079365079365079,250,3,1,726,0.25396825396825395,250,1,1,1071,0.15079365079365079,
10010088,1161,250,2,0.0,734,7,9,3,1,63,0.09154929577464789,107,3,1,118,0.09859154929577464,127,1,1,268,0.11267605633802817,250,3,1,289,0.13380281690140844,250,2,1,473,0.21830985915492956,250,2,1,664,0.15492957746478872,250,1,1,885,0.19014084507042253,
10010088,1240,250,2,0.14285714285714285,1374,7,1,2,1,11,0.015789473684210527,163,3,1,263,0.09473684210526316,250,3,1,417,0.1368421052631579,250,3,2,721,0.2,250,2,1,934,0.2,250,3,1,1343,0.20526315789473684,250,1,1,1419,0.14736842105263157,
10010088,1262,250,2,0.0,1037,7,56,1,1,313,0.14814814814814814,250,2,1,352,0.11728395061728394,250,2,1,370,0.1728395061728395,174,1,1,420,0.1111111111111111,250,3,1,600,0.16666666666666666,250,3,1,640,0.14814814814814814,250,1,1,885,0.13580246913580246,
10010088,1281,250,2,0.2857142857142857,934,7,20,3,2,103,0.10625,56,2,1,307,0.15625,250,3,2,721,0.06875,250,3,1,859,0.2,250,3,1,950,0.1,250,2,1,1374,0.2375,250,1,1,1419,0.13125,
10030027,335,250,1,0.0,973,7,25,1,1,115,0.07142857142857142,140,2,1,518,0.24404761904761904,250,1,1,936,0.20238095238095238,250,2,1,1002,0.1488095238095238,250,2,1,1070,0.06547619047619048,250,2,1,1333,0.023809523809523808,250,0,0,3040,0.24404761904761904,
10030027,276,250,2,0.0,1002,7,73,3,1,272,0.08024691358024691,140,2,1,518,0.14814814814814814,250,3,1,690,0.08024691358024691,250,3,1,723,0.13580246913580246,250,3,1,726,0.19135802469135801,250,1,1,973,0.15432098765432098,250,2,1,1070,0.20987654320987653,
10030027,292,250,2,0.0,1070,7,25,1,1,115,0.13529411764705881,151,2,1,301,0.08823529411764706,219,3,1,348,0.07647058823529412,250,3,1,690,0.17647058823529413,250,1,1,973,0.06470588235294118,250,2,1,1002,0.2,250,1,1,1030,0.25882352941176473,
10030027,313,250,2,0.0,764,7,24,3,1,122,0.07746478873239436,151,2,1,301,0.06338028169014084,250,3,1,504,0.1267605633802817,250,2,1,525,0.1619718309859155,250,1,1,722,0.2323943661971831,250,1,1,1030,0.14788732394366197,250,3,1,1462,0.19014084507042253,
10030027,349,250,2,0.0,525,7,48,3,1,84,0.0847457627118644,24,3,1,122,0.1016949152542373,205,2,1,463,0.2033898305084746,144,3,1,520,0.13559322033898305,204,3,1,698,0.19491525423728814,250,1,1,722,0.0847457627118644,250,2,1,764,0.19491525423728814,
10030027,413,250,2,0.0,960,7,48,3,1,84,0.024691358024691357,125,3,1,296,0.12345679012345678,205,2,1,463,0.18518518518518517,250,2,1,650,0.1728395061728395,250,3,1,653,0.20987654320987653,250,1,1,676,0.06790123456790123,250,3,1,861,0.21604938271604937,
10050191,1020,250,1,0.0,944,7,13,2,1,43,0.05263157894736842,51,1,1,180,0.08552631578947369,250,2,1,598,0.13157894736842105,250,2,1,616,0.16447368421052633,250,1,1,749,0.20394736842105263,250,2,1,1070,0.13815789473684212,250,0,0,2567,0.2236842105263158,
10050191,1053,250,2,0.0,891,7,1,3,1,5,0.02702702702702703,238,2,1,392,0.08783783783783784,250,2,1,616,0.14864864864864866,250,3,1,728,0.22972972972972974,250,1,1,749,0.12162162162162163,250,3,1,961,0.16216216216216217,250,3,1,1080,0.22297297297297297,
10050191,1142,250,2,0.42857142857142855,1114,7,17,3,2,77,0.06896551724137931,105,3,1,331,0.15517241379310345,151,3,2,438,0.09770114942528736,250,2,1,590,0.20689655172413793,250,1,1,674,0.1839080459770115,250,1,1,676,0.16666666666666666,250,2,2,935,0.1206896551724138,
10050191,1161,250,2,0.14285714285714285,590,7,151,3,2,438,0.11475409836065574,250,1,1,674,0.040983606557377046,250,2,1,799,0.27049180327868855,250,3,1,956,0.040983606557377046,250,2,1,1114,0.29508196721311475,250,3,1,1303,0.12295081967213115,250,1,1,1328,0.11475409836065574,
10010043,62,250,1,0.0,842,7,73,1,1,353,0.15384615384615385,210,1,1,390,0.17307692307692307,243,2,1,463,0.10897435897435898,250,2,1,496,0.08974358974358974,250,2,1,749,0.27564102564102566,250,2,1,1921,0.09615384615384616,250,0,0,2867,0.10256410256410256,
10010043,105,250,1,0.0,1565,7,1,2,1,1,0.010101010101010102,49,2,1,174,0.11616161616161616,116,2,1,260,0.13131313131313133,94,2,1,292,0.1414141414141414,250,2,1,591,0.21212121212121213,250,1,1,831,0.16666666666666666,250,0,0,2867,0.2222222222222222,
10010043,18,250,2,0.0,1475,7,116,2,1,260,0.05319148936170213,115,3,1,389,0.1595744680851064,187,3,1,418,0.13829787234042554,245,3,1,553,0.1276595744680851,250,1,1,831,0.21808510638297873,250,2,1,1172,0.2553191489361702,250,3,1,1459,0.047872340425531915,
10010043,118,250,2,0.0,591,7,12,3,1,65,0.05303030303030303,49,2,1,174,0.022727272727272728,94,2,1,292,0.07575757575757576,250,3,1,1018,0.09090909090909091,250,3,1,1170,0.24242424242424243,250,3,1,1473,0.19696969696969696,250,1,1,1565,0.3181818181818182,
10010043,1697,250,2,0.14285714285714285,686,7,40,3,1,147,0.08450704225352113,54,3,1,268,0.18309859154929578,137,3,1,296,0.09859154929577464,250,3,2,377,0.1056338028169014,228,2,1,506,0.24647887323943662,250,1,1,590,0.09154929577464789,250,2,1,1172,0.19014084507042253,
10050165,510,160,1,0.14285714285714285,452,7,12,1,1,65,0.18867924528301888,16,1,1,90,0.11320754716981132,57,1,2,296,0.11320754716981132,130,2,1,305,0.16981132075471697,226,2,1,348,0.14150943396226415,250,1,1,2226,0.2358490566037736,250,0,0,2865,0.03773584905660377,
10050165,559,250,1,0.42857142857142855,1054,7,41,2,1,163,0.13690476190476192,62,1,1,256,0.06547619047619048,76,2,2,268,0.13095238095238096,250,2,2,686,0.20833333333333334,250,1,2,1083,0.10119047619047619,250,2,1,1111,0.05952380952380952,250,0,0,2865,0.2976190476190476,
10050165,456,250,2,0.5714285714285714,555,7,140,3,2,275,0.025,123,3,1,337,0.20833333333333334,250,3,1,455,0.058333333333333334,250,2,2,498,0.19166666666666668,250,2,2,589,0.11666666666666667,250,1,2,1083,0.14166666666666666,250,1,1,2226,0.25833333333333336,
10050165,652,250,2,0.14285714285714285,1111,7,41,2,1,163,0.10119047619047619,62,1,1,256,0.16071428571428573,177,3,1,394,0.18452380952380953,250,3,1,605,0.13690476190476192,250,2,1,801,0.15476190476190477,250,3,2,827,0.20238095238095238,250,1,1,1054,0.05952380952380952,
10050165,653,250,2,0.42857142857142855,801,7,1,1,0,163,0.13194444444444445,62,1,1,256,0.09722222222222222,177,3,1,394,0.06944444444444445,138,2,2,1070,0.2569444444444444,250,2,1,1111,0.18055555555555555,29,1,2,1177,0.10416666666666667,250,3,1,2774,0.1597222222222222,
10030020,755,250,1,0.0,573,7,28,1,1,87,0.09322033898305085,49,2,1,201,0.16101694915254236,213,2,1,277,0.13559322033898305,79,2,1,293,0.11016949152542373,250,1,1,567,0.211864406779661,250,2,1,1576,0.16101694915254236,250,0,0,2712,0.1271186440677966,
10030020,761,250,1,0.0,567,7,14,1,1,51,0.0873015873015873,25,2,1,113,0.09523809523809523,250,2,1,201,0.007936507936507936,213,2,1,277,0.10317460317460317,250,1,1,573,0.1984126984126984,222,2,1,607,0.1746031746031746,250,0,0,2712,0.3333333333333333,
10030020,879,250,1,0.0,1053,7,37,2,1,169,0.12345679012345678,97,2,1,230,0.13580246913580246,110,2,1,263,0.07407407407407407,250,1,1,433,0.18518518518518517,250,1,1,500,0.1728395061728395,250,2,1,1444,0.006172839506172839,250,0,0,2712,0.30246913580246915,
10030020,781,222,2,0.0,607,7,6,3,1,30,0.07692307692307693,25,2,1,113,0.13846153846153847,29,3,1,136,0.11538461538461539,250,2,1,201,0.16153846153846155,250,3,1,554,0.2230769230769231,250,1,1,567,0.16923076923076924,250,3,1,988,0.11538461538461539,
10030020,813,250,2,0.14285714285714285,506,7,46,1,1,62,0.04310344827586207,22,3,1,102,0.034482758620689655,27,3,2,105,0.15517241379310345,30,1,1,155,0.13793103448275862,250,3,1,948,0.1810344827586207,250,2,1,956,0.28448275862068967,250,2,1,1259,0.16379310344827586,
10030020,886,250,2,0.0,595,7,39,3,1,136,0.0967741935483871,80,1,1,290,0.056451612903225805,250,3,1,498,0.12096774193548387,155,1,1,528,0.21774193548387097,238,2,1,568,0.18548387096774194,250,3,1,600,0.13709677419354838,250,2,1,621,0.18548387096774194,
10010017,1104,250,1,0.0,900,7,16,1,1,82,0.06493506493506493,31,2,1,166,0.14935064935064934,250,2,1,882,0.05844155844155844,250,2,1,906,0.2012987012987013,250,1,1,951,0.2077922077922078,250,2,1,1127,0.23376623376623376,250,0,0,2272,0.08441558441558442,
10010017,1083,250,2,0.0,1127,7,31,2,1,166,0.044444444444444446,250,3,1,609,0.19444444444444445,250,1,1,900,0.2,250,2,1,906,0.17222222222222222,250,3,1,949,0.12222222222222222,250,3,1,973,0.15,250,3,1,1148,0.11666666666666667,
10010017,1125,250,2,0.0,906,7,16,1,1,82,0.08,155,3,1,550,0.16,141,1,1,551,0.14666666666666667,250,1,1,900,0.20666666666666667,250,3,1,973,0.08666666666666667,250,2,1,1085,0.11333333333333333,250,2,1,1127,0.20666666666666667,
10010017,1195,250,2,0.0,902,7,22,2,1,76,0.03205128205128205,250,3,1,313,0.08333333333333333,250,1,1,640,0.15384615384615385,193,3,1,703,0.1987179487179487,250,2,1,771,0.24358974358974358,250,3,1,780,0.24358974358974358,250,3,1,928,0.04487179487179487,
10010017,1252,250,2,0.0,1077,7,121,2,1,286,0.15294117647058825,100,3,1,287,0.1,173,3,1,296,0.11176470588235295,250,1,1,351,0.1,250,3,1,525,0.12352941176470589,250,3,1,706,0.1588235294117647,250,2,1,771,0.2529411764705882,
10010017,1254,250,2,0.0,813,7,94,2,1,156,0.06756756756756757,121,2,1,286,0.006756756756756757,100,3,1,287,0.16216216216216217,178,1,1,504,0.0945945945945946,250,1,1,588,0.19594594594594594,250,3,1,945,0.21621621621621623,250,3,1,1059,0.25675675675675674,
10050162,487,250,1,0.14285714285714285,544,7,54,2,1,150,0.11864406779661017,116,2,1,278,0.0847457627118644,45,1,1,327,0.1864406779661017,168,2,1,452,0.2033898305084746,142,2,1,502,0.23728813559322035,1,1,0,884,0.05084745762711865,250,0,0,2425,0.11864406779661017,
10050162,528,250,1,0.42857142857142855,969,7,200,2,1,416,0.15384615384615385,210,2,1,432,0.038461538461538464,2,1,0,595,0.16666666666666666,211,1,1,685,0.11538461538461539,242,2,2,770,0.1794871794871795,250,2,2,804,0.19230769230769232,250,0,0,2425,0.15384615384615385,
10050162,449,250,2,0.5714285714285714,938,7,43,3,1,75,0.04819277108433735,50,2,1,232,0.13855421686746988,1,1,0,485,0.16265060240963855,2,1,0,595,0.1746987951807229,250,3,2,622,0.10240963855421686,250,2,2,804,0.12048192771084337,250,3,1,1104,0.25301204819277107,
10030074,268,250,1,0.2857142857142857,1192,7,50,1,1,213,0.09411764705882353,133,2,1,220,0.11176470588235295,2,1,0,594,0.10588235294117647,250,2,1,993,0.17647058823529413,250,2,2,1025,0.15294117647058825,250,2,1,1915,0.15294117647058825,250,0,0,2689,0.20588235294117646,
10030074,394,250,1,0.0,983,7,27,2,1,114,0.06790123456790123,41,1,1,208,0.15432098765432098,161,2,1,273,0.15432098765432098,155,2,1,385,0.16666666666666666,250,1,1,679,0.1728395061728395,250,2,1,831,0.08641975308641975,250,0,0,2689,0.19753086419753085,
10030074,211,234,2,0.42857142857142855,660,7,1,2,2,50,0.07575757575757576,48,3,1,113,0.09090909090909091,250,3,1,331,0.12121212121212122,250,2,1,514,0.08333333333333333,2,1,0,594,0.2196969696969697,250,3,1,958,0.2727272727272727,250,2,2,1025,0.13636363636363635,
10030074,265,250,2,0.5714285714285714,514,7,1,2,2,50,0.06349206349206349,23,3,2,161,0.1349206349206349,67,2,2,264,0.19047619047619047,1,1,0,488,0.25396825396825395,234,2,1,660,0.0873015873015873,250,3,1,958,0.19047619047619047,250,1,1,1003,0.07936507936507936,
10030074,343,250,2,0.14285714285714285,993,7,27,2,1,115,0.10493827160493827,50,1,1,213,0.09259259259259259,112,3,2,296,0.08641975308641975,250,1,1,1192,0.18518518518518517,250,1,1,1418,0.15432098765432098,250,3,1,1453,0.20987654320987653,250,2,1,1915,0.16666666666666666,
10030074,361,250,2,0.14285714285714285,831,7,20,3,1,101,0.07333333333333333,41,1,1,208,0.02666666666666667,155,2,1,385,0.18666666666666668,250,1,1,983,0.09333333333333334,250,1,1,1003,0.22666666666666666,250,2,1,1498,0.30666666666666664,250,3,2,1677,0.08666666666666667,
10010028,1218,250,1,0.2857142857142857,952,7,40,2,1,173,0.14814814814814814,58,2,2,259,0.13580246913580246,105,2,1,296,0.04938271604938271,186,2,2,385,0.1728395061728395,250,1,1,658,0.16049382716049382,250,1,1,770,0.043209876543209874,250,0,0,2311,0.29012345679012347,
10010028,1339,250,1,0.0,1174,7,174,2,1,300,0.14772727272727273,250,2,1,362,0.017045454545454544,190,1,1,490,0.1590909090909091,250,2,1,502,0.20454545454545456,250,1,1,645,0.16477272727272727,250,2,1,717,0.14772727272727273,250,0,0,2311,0.1590909090909091,
10010028,1233,250,2,0.14285714285714285,740,7,129,2,1,222,0.15217391304347827,167,3,1,324,0.13043478260869565,112,3,1,337,0.1956521739130435,116,3,1,368,0.12318840579710146,250,3,2,378,0.12318840579710146,250,2,1,575,0.15942028985507245,250,1,1,708,0.11594202898550725,
10010028,1238,250,2,0.14285714285714285,1085,7,3,3,1,10,0.023529411764705882,58,2,2,259,0.1,250,3,1,408,0.14705882352941177,250,1,1,770,0.2,250,3,1,949,0.12941176470588237,250,2,1,1200,0.1588235294117647,250,3,1,1974,0.2411764705882353,
10010028,1279,250,2,0.14285714285714285,570,7,129,2,1,222,0.09166666666666666,83,2,1,229,0.09166666666666666,131,1,1,294,0.10833333333333334,112,3,1,337,0.14166666666666666,250,1,1,645,0.225,250,3,2,768,0.16666666666666666,250,3,1,1760,0.175,
10030080,175,250,1,0.2857142857142857,865,7,14,1,1,71,0.06164383561643835,32,2,2,75,0.0547945205479452,144,2,1,244,0.0547945205479452,97,2,2,284,0.18493150684931506,250,2,1,440,0.1917808219178082,250,1,1,1222,0.17123287671232876,250,0,0,2716,0.2808219178082192,
10030080,306,250,1,0.2857142857142857,846,7,42,1,1,129,0.0625,67,2,2,207,0.13194444444444445,58,2,1,242,0.11805555555555555,44,1,1,257,0.1111111111111111,250,2,1,588,0.10416666666666667,250,2,2,634,0.16666666666666666,250,0,0,2716,0.3055555555555556,
10030080,112,250,2,0.2857142857142857,878,7,32,2,2,75,0.125,132,3,1,281,0.09868421052631579,97,2,2,284,0.13815789473684212,250,3,1,849,0.2236842105263158,250,3,1,899,0.19078947368421054,250,2,1,1040,0.20394736842105263,250,1,1,1222,0.019736842105263157,
10030080,190,250,2,0.0,440,7,7,3,1,41,0.12727272727272726,14,1,1,71,0.045454545454545456,144,2,1,244,0.14545454545454545,221,2,1,397,0.24545454545454545,125,3,1,398,0.07272727272727272,250,3,1,745,0.10909090909090909,250,1,1,865,0.2545454545454545,
10050196,881,250,1,0.0,1044,7,78,1,1,258,0.08620689655172414,154,2,1,371,0.04597701149425287,250,1,1,617,0.14942528735632185,250,2,1,885,0.20114942528735633,250,2,1,1043,0.13793103448275862,250,2,1,1060,0.19540229885057472,250,0,0,2532,0.1839080459770115,
10050196,792,250,2,0.0,626,7,61,2,1,172,0.1328125,53,1,1,231,0.1796875,78,1,1,258,0.171875,233,3,1,285,0.109375,250,3,1,292,0.1328125,112,3,1,379,0.171875,250,2,1,885,0.1015625,
10050196,855,250,2,0.0,885,7,78,1,1,258,0.12162162162162163,112,3,1,379,0.20270270270270271,250,3,1,619,0.16891891891891891,250,2,1,626,0.08783783783783784,250,2,1,1043,0.10135135135135136,250,1,1,1044,0.23648648648648649,250,3,1,1394,0.08108108108108109,
10050196,886,250,2,0.0,395,7,37,3,1,91,0.08653846153846154,28,3,1,106,0.15384615384615385,63,2,1,121,0.125,82,1,1,216,0.17307692307692307,123,2,1,277,0.125,250,3,1,502,0.14423076923076922,250,1,1,518,0.19230769230769232,
10050196,937,250,2,0.0,698,7,27,3,1,79,0.10294117647058823,123,2,1,277,0.09558823529411764,154,2,1,371,0.16176470588235295,250,1,1,518,0.125,250,1,1,617,0.13970588235294118,250,3,1,743,0.25735294117647056,250,3,1,1497,0.11764705882352941,
10050196,946,250,2,0.0,1060,7,5,3,1,21,0.07407407407407407,28,3,1,190,0.11728395061728394,154,2,1,371,0.22839506172839505,250,3,1,639,0.14814814814814814,250,2,1,1043,0.2037037037037037,250,1,1,1044,0.20987654320987653,250,3,1,1497,0.018518518518518517,
10030087,691,129,2,0.2857142857142857,456,7,5,1,0,25,0.05555555555555555,7,2,1,35,0.06481481481481481,136,1,1,505,0.26851851851851855,250,2,1,527,0.1111111111111111,9,1,0,649,0.12037037037037036,250,3,1,654,0.24074074074074073,45,2,2,815,0.1388888888888889,
10030087,756,250,2,0.0,740,7,35,2,1,171,0.1357142857142857,250,2,1,527,0.22142857142857142,250,3,1,586,0.1357142857142857,250,3,1,666,0.10714285714285714,250,3,1,741,0.10714285714285714,250,3,1,795,0.18571428571428572,250,1,1,1599,0.10714285714285714,
10010010,1539,250,1,0.0,1066,7,113,1,1,396,0.16265060240963855,198,1,1,423,0.13253012048192772,250,2,1,514,0.10843373493975904,250,2,1,904,0.1686746987951807,250,2,1,925,0.16265060240963855,250,2,1,1105,0.21686746987951808,250,0,0,2404,0.04819277108433735,
