SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,dis6,rcp6,typ6,irs6,lf6,NAN
10050190,980,186,1,0.16666666666666666,625,6,27,2,2,160,0.1015625,45,2,1,213,0.15625,148,1,1,544,0.21875,250,1,1,1439,0.0390625,250,2,1,2344,0.1171875,250,0,0,2696,0.3671875,
10050190,903,250,2,0.16666666666666666,583,6,6,2,1,28,0.056451612903225805,1,1,0,39,0.06451612903225806,68,1,1,294,0.1693548387096774,159,2,1,516,0.23387096774193547,206,1,1,736,0.18548387096774194,250,3,1,1611,0.2903225806451613,
10050190,905,250,2,0.0,531,6,250,2,1,621,0.046153846153846156,250,3,1,686,0.11538461538461539,250,3,1,701,0.27692307692307694,250,1,1,974,0.2923076923076923,250,2,1,1157,0.09230769230769231,250,1,1,1439,0.17692307692307693,
10050190,947,250,2,0.16666666666666666,770,6,59,3,1,212,0.23880597014925373,159,2,1,516,0.208955223880597,250,3,2,572,0.11940298507462686,250,2,1,849,0.2462686567164179,250,1,1,1596,0.09701492537313433,250,3,1,1611,0.08955223880597014,
10050190,974,250,2,0.3333333333333333,849,6,248,3,1,322,0.11688311688311688,158,2,2,408,0.13636363636363635,250,3,2,572,0.18181818181818182,250,2,1,770,0.21428571428571427,250,3,1,1034,0.19480519480519481,250,1,1,1596,0.15584415584415584,
10050190,1000,217,2,0.16666666666666666,613,6,27,2,2,160,0.10655737704918032,45,2,1,213,0.11475409836065574,49,2,1,214,0.13934426229508196,250,1,1,1439,0.1721311475409836,250,3,1,1532,0.27049180327868855,250,2,1,2344,0.19672131147540983,
10030081,735,204,1,0.3333333333333333,509,6,20,1,1,60,0.07017543859649122,126,2,1,363,0.21052631578947367,8,1,0,386,0.09649122807017543,197,2,1,497,0.13157894736842105,149,2,2,698,0.15789473684210525,250,0,0,2280,0.3333333333333333,
10030081,788,123,1,0.16666666666666666,404,6,113,1,1,227,0.25510204081632654,8,1,0,386,0.1326530612244898,250,2,1,401,0.15306122448979592,174,2,1,515,0.15306122448979592,250,2,1,1004,0.11224489795918367,250,0,0,2280,0.19387755102040816,
10030081,807,81,1,0.5,418,6,5,2,2,22,0.08181818181818182,145,2,1,402,0.10909090909090909,49,2,2,417,0.00909090909090909,250,1,1,840,0.2818181818181818,35,1,2,858,0.2909090909090909,250,0,0,2280,0.22727272727272727,
10030081,820,113,1,0.0,227,6,31,2,1,153,0.14473684210526316,123,1,1,404,0.32894736842105265,245,1,1,507,0.10526315789473684,250,2,1,586,0.2236842105263158,250,2,1,1004,0.14473684210526316,250,0,0,2280,0.05263157894736842,
10030081,718,197,2,0.16666666666666666,497,6,48,3,1,188,0.07894736842105263,126,2,1,363,0.14035087719298245,8,1,0,386,0.18421052631578946,250,2,1,401,0.16666666666666666,204,1,1,509,0.13157894736842105,250,3,1,1822,0.2982456140350877,
10030081,775,250,2,0.16666666666666666,401,6,48,3,1,188,0.09,211,3,1,336,0.23,8,1,0,386,0.2,123,1,1,404,0.15,197,2,1,497,0.19,174,2,1,515,0.14,
10030081,860,250,2,0.16666666666666666,586,6,31,2,1,153,0.0967741935483871,113,1,1,227,0.13709677419354838,174,3,1,377,0.11290322580645161,250,3,1,729,0.1532258064516129,250,2,2,812,0.21774193548387097,250,2,1,1004,0.28225806451612906,
10010075,1340,250,1,0.0,848,6,9,1,0,45,0.05333333333333334,28,1,1,113,0.04666666666666667,196,2,1,379,0.19333333333333333,250,2,1,861,0.28,250,2,1,1020,0.16666666666666666,250,0,0,2286,0.26,
10010075,1391,250,1,0.16666666666666666,834,6,20,1,1,82,0.059602649006622516,83,2,1,151,0.07947019867549669,89,2,2,315,0.16556291390728478,250,1,1,612,0.18543046357615894,250,2,1,829,0.25165562913907286,250,0,0,2286,0.2582781456953642,
10010075,1434,250,1,0.0,612,6,83,2,1,151,0.11278195488721804,250,2,1,185,0.09022556390977443,250,2,1,629,0.22556390977443608,250,1,1,732,0.2631578947368421,250,1,1,834,0.21052631578947367,250,0,0,2286,0.09774436090225563,
10010075,1464,250,1,0.0,864,6,9,1,0,42,0.05,88,2,1,294,0.1125,250,1,1,616,0.075,250,2,1,1163,0.29375,250,1,1,1388,0.2125,250,0,0,2286,0.25625,
10010075,1309,250,2,0.0,861,6,196,2,1,379,0.039473684210526314,212,3,1,399,0.15789473684210525,250,3,1,570,0.17763157894736842,250,1,1,848,0.27631578947368424,250,2,1,1020,0.14473684210526316,250,3,1,1247,0.20394736842105263,
10010075,1381,196,2,0.0,379,6,9,1,0,45,0.038461538461538464,250,2,1,380,0.14423076923076922,212,3,1,399,0.2403846153846154,250,1,1,848,0.27884615384615385,250,2,1,861,0.057692307692307696,250,1,1,1388,0.2403846153846154,
10010075,1394,250,2,0.0,380,6,196,2,1,379,0.14150943396226415,212,3,1,399,0.20754716981132076,250,2,1,610,0.1320754716981132,250,3,1,890,0.19811320754716982,250,3,1,1211,0.08490566037735849,250,1,1,1388,0.2358490566037736,
10010075,1467,250,2,0.0,185,6,100,3,1,263,0.1388888888888889,250,3,1,381,0.1388888888888889,250,1,1,612,0.16666666666666666,250,2,1,629,0.19444444444444445,250,1,1,732,0.09722222222222222,250,2,1,868,0.2638888888888889,
10050138,1784,250,1,0.0,708,6,45,2,1,145,0.09722222222222222,49,1,1,180,0.09722222222222222,72,1,1,201,0.14583333333333334,145,2,1,270,0.1597222222222222,250,2,1,948,0.1527777777777778,250,0,0,2751,0.3472222222222222,
10050138,80,192,2,0.16666666666666666,309,6,36,3,2,162,0.17073170731707318,122,3,1,238,0.12195121951219512,144,2,1,324,0.23170731707317074,250,3,1,351,0.07317073170731707,250,2,1,486,0.24390243902439024,250,1,1,2205,0.15853658536585366,
10050138,110,250,2,0.5,486,6,64,3,2,139,0.11320754716981132,92,2,2,237,0.11320754716981132,122,3,1,238,0.14150943396226415,192,2,1,309,0.18867924528301888,250,3,2,859,0.19811320754716982,250,1,1,2205,0.24528301886792453,
10050138,135,250,2,0.5,453,6,46,2,2,121,0.16666666666666666,92,2,2,237,0.14814814814814814,49,1,2,379,0.1111111111111111,214,3,1,390,0.08333333333333333,250,3,1,753,0.2777777777777778,250,1,1,2205,0.21296296296296297,
10050138,1712,107,2,0.5,205,6,45,2,1,145,0.11842105263157894,72,1,1,201,0.11842105263157894,31,1,2,227,0.19736842105263158,226,2,2,253,0.05263157894736842,90,3,1,326,0.2631578947368421,250,3,2,1001,0.25,
10050138,1776,250,2,0.0,948,6,49,1,1,180,0.10526315789473684,145,2,1,270,0.13815789473684212,250,1,1,708,0.14473684210526316,250,1,1,795,0.19736842105263158,250,2,1,842,0.17763157894736842,250,3,1,1444,0.23684210526315788,
10030075,1538,250,1,0.0,679,6,51,2,1,147,0.15079365079365079,80,1,1,280,0.16666666666666666,250,2,1,817,0.20634920634920634,250,2,1,939,0.1746031746031746,250,1,1,2381,0.19047619047619047,250,0,0,2696,0.1111111111111111,
10030075,1633,117,1,0.0,415,6,6,1,0,54,0.1,57,2,1,165,0.13,56,1,1,216,0.21,169,2,1,503,0.19,250,2,1,1699,0.25,250,0,0,2696,0.12,
10030075,1664,67,1,0.5,287,6,72,2,1,344,0.11458333333333333,1,1,0,383,0.07291666666666667,216,2,1,445,0.10416666666666667,10,1,0,607,0.08333333333333333,85,2,2,648,0.2708333333333333,250,0,0,2696,0.3541666666666667,
10030075,1490,130,2,0.0,378,6,105,3,1,238,0.11538461538461539,250,3,1,769,0.07692307692307693,250,2,1,817,0.07692307692307693,250,3,1,850,0.3173076923076923,250,2,1,998,0.2403846153846154,250,1,1,2381,0.17307692307692307,
10030075,1512,250,2,0.0,998,6,89,3,1,233,0.12804878048780488,105,3,1,238,0.12195121951219512,130,2,1,378,0.1524390243902439,250,3,1,823,0.17682926829268292,250,2,1,1394,0.14634146341463414,250,1,1,2381,0.27439024390243905,
10010081,1182,198,1,0.16666666666666666,626,6,1,1,0,48,0.029850746268656716,149,2,1,285,0.13432835820895522,245,2,1,331,0.13432835820895522,250,2,1,382,0.19402985074626866,250,1,1,881,0.11940298507462686,250,0,0,3186,0.3880597014925373,
10010081,1188,69,1,0.16666666666666666,192,6,1,1,0,48,0.09210526315789473,40,2,1,203,0.2894736842105263,245,2,1,331,0.039473684210526314,250,1,1,420,0.10526315789473684,250,2,1,689,0.14473684210526316,250,0,0,3186,0.32894736842105265,
10010081,1118,250,2,0.0,689,6,69,1,1,192,0.07746478873239436,40,2,1,203,0.07746478873239436,245,2,1,331,0.21830985915492956,250,3,1,980,0.14788732394366197,250,3,1,1129,0.2887323943661972,250,3,1,1626,0.19014084507042253,
10010081,1148,250,2,0.0,586,6,93,2,1,272,0.14285714285714285,250,1,1,420,0.1349206349206349,250,3,1,440,0.15079365079365079,250,3,1,785,0.23015873015873015,250,2,1,869,0.20634920634920634,250,3,1,1364,0.1349206349206349,
10010081,1158,245,2,0.16666666666666666,331,6,1,1,0,48,0.10869565217391304,69,1,1,192,0.03260869565217391,250,2,1,382,0.16304347826086957,198,1,1,626,0.1956521739130435,250,2,1,689,0.33695652173913043,250,3,1,980,0.16304347826086957,
10010081,1190,218,2,0.0,502,6,69,3,1,204,0.10526315789473684,149,2,1,285,0.14912280701754385,153,2,1,285,0.05263157894736842,250,3,1,715,0.20175438596491227,250,1,1,881,0.2631578947368421,250,3,1,2073,0.22807017543859648,
10010081,1293,250,2,0.16666666666666666,511,6,48,2,1,160,0.09649122807017543,24,1,2,316,0.10526315789473684,250,3,1,517,0.11403508771929824,250,2,1,661,0.21052631578947367,250,3,1,761,0.17543859649122806,250,1,1,939,0.2982456140350877,
10010081,1333,250,2,0.16666666666666666,661,6,24,1,2,316,0.1487603305785124,159,3,1,385,0.08264462809917356,250,2,1,511,0.19834710743801653,250,3,1,517,0.1322314049586777,250,3,1,662,0.18181818181818182,250,2,1,840,0.256198347107438,
10010081,1378,250,2,0.16666666666666666,519,6,26,3,1,97,0.10483870967741936,25,2,1,131,0.12096774193548387,250,2,1,840,0.24193548387096775,250,2,1,996,0.056451612903225805,250,1,1,1462,0.08064516129032258,250,3,2,1749,0.3951612903225806,
10050107,557,146,1,0.0,369,6,29,1,1,78,0.08695652173913043,28,2,1,95,0.11956521739130435,250,2,1,334,0.15217391304347827,250,2,1,371,0.2391304347826087,250,1,1,499,0.1956521739130435,250,0,0,2477,0.20652173913043478,
10050107,559,250,1,0.16666666666666666,499,6,28,2,1,95,0.08333333333333333,41,2,2,229,0.09166666666666666,146,1,1,369,0.15,172,1,1,601,0.11666666666666667,250,2,1,1179,0.275,250,0,0,2477,0.2833333333333333,
10050107,593,172,1,0.16666666666666666,601,6,41,2,2,229,0.15126050420168066,105,1,1,399,0.025210084033613446,250,1,1,499,0.11764705882352941,250,2,1,872,0.25210084033613445,250,2,1,1379,0.19327731092436976,250,0,0,2477,0.2605042016806723,
10050107,674,250,1,0.0,717,6,105,1,1,399,0.12307692307692308,250,2,1,655,0.15384615384615385,250,2,1,663,0.11538461538461539,250,2,1,932,0.11538461538461539,250,1,1,1003,0.2076923076923077,250,0,0,2477,0.2846153846153846,
10050107,525,250,2,0.3333333333333333,371,6,28,2,1,95,0.06862745098039216,186,3,2,259,0.0392156862745098,250,2,1,334,0.10784313725490197,146,1,1,369,0.21568627450980393,250,3,1,515,0.28431372549019607,250,3,2,846,0.28431372549019607,
10050107,582,250,2,0.16666666666666666,334,6,29,1,1,78,0.14772727272727273,146,1,1,369,0.1590909090909091,250,2,1,371,0.125,241,1,1,770,0.13636363636363635,250,3,2,846,0.20454545454545456,250,2,1,1170,0.22727272727272727,
10050107,633,250,2,0.0,872,6,6,3,1,31,0.06756756756756757,105,1,1,399,0.1554054054054054,172,1,1,601,0.20270270270270271,250,3,1,872,0.2702702702702703,250,2,1,932,0.14189189189189189,250,2,1,1379,0.16216216216216217,
10050107,654,239,2,0.16666666666666666,280,6,111,2,1,141,0.11627906976744186,87,2,1,203,0.12790697674418605,83,3,1,224,0.12790697674418605,1,1,0,283,0.09302325581395349,250,3,1,563,0.29069767441860467,241,1,1,770,0.2441860465116279,
10050107,711,250,2,0.16666666666666666,663,6,123,3,2,547,0.1893939393939394,250,3,1,560,0.13636363636363635,250,3,1,623,0.17424242424242425,250,2,1,655,0.1893939393939394,250,1,1,717,0.11363636363636363,250,2,1,932,0.19696969696969696,
10050107,732,250,2,0.0,511,6,13,3,1,70,0.12962962962962962,59,2,1,124,0.10185185185185185,250,2,1,512,0.12962962962962962,250,3,1,738,0.21296296296296297,250,1,1,1003,0.28703703703703703,250,3,1,1364,0.1388888888888889,
10050107,733,250,2,0.0,655,6,59,2,1,124,0.175,203,3,1,355,0.1,250,3,1,560,0.175,250,2,1,663,0.20833333333333334,250,1,1,717,0.16666666666666666,250,1,1,1003,0.175,
10050107,735,250,2,0.0,512,6,87,2,1,203,0.04310344827586207,250,2,1,511,0.1206896551724138,250,3,1,533,0.15517241379310345,250,3,1,563,0.16379310344827586,250,3,1,738,0.2672413793103448,250,1,1,1003,0.25,
10030029,746,93,1,0.0,227,6,15,1,1,81,0.09210526315789473,16,2,1,107,0.013157894736842105,96,1,1,386,0.02631578947368421,250,2,1,405,0.32894736842105265,250,2,1,741,0.3157894736842105,250,0,0,2285,0.2236842105263158,
10030029,750,250,1,0.0,612,6,3,2,1,23,0.050724637681159424,57,2,1,121,0.11594202898550725,250,1,1,525,0.13768115942028986,250,1,1,731,0.043478260869565216,250,2,1,1147,0.3188405797101449,250,0,0,2285,0.3333333333333333,
10030029,817,250,1,0.16666666666666666,731,6,3,2,1,23,0.06164383561643835,250,1,1,612,0.0410958904109589,250,2,1,668,0.17123287671232876,250,1,2,673,0.1917808219178082,250,2,1,836,0.2465753424657534,250,0,0,2285,0.2876712328767123,
10030029,819,250,1,0.16666666666666666,671,6,214,2,1,186,0.09848484848484848,250,1,1,392,0.15151515151515152,235,2,1,524,0.20454545454545456,250,2,1,635,0.1893939393939394,250,1,2,673,0.09090909090909091,250,0,0,2285,0.26515151515151514,
10030029,684,250,2,0.3333333333333333,870,6,8,3,1,23,0.02531645569620253,96,1,1,386,0.18354430379746836,250,1,1,525,0.13291139240506328,250,2,2,720,0.2468354430379747,250,2,1,741,0.13291139240506328,250,3,2,1369,0.27848101265822783,
10030029,836,250,2,0.0,635,6,214,2,1,186,0.109375,108,3,1,374,0.09375,250,1,1,392,0.171875,250,1,1,671,0.1953125,250,3,1,813,0.234375,250,2,1,1827,0.1953125,
10030029,846,250,2,0.16666666666666666,836,6,76,3,1,349,0.15753424657534246,250,2,1,668,0.08904109589041095,250,1,2,673,0.0821917808219178,250,1,1,731,0.2465753424657534,250,3,1,739,0.2191780821917808,250,2,1,1115,0.2054794520547945,
10030029,867,235,2,0.5,524,6,9,2,1,50,0.0603448275862069,214,2,1,186,0.10344827586206896,250,1,1,671,0.23275862068965517,250,1,2,673,0.2672413793103448,250,3,2,717,0.11206896551724138,250,3,2,1191,0.22413793103448276,
10010086,307,250,1,0.0,633,6,31,1,1,110,0.13846153846153847,85,2,1,148,0.06923076923076923,250,2,1,849,0.25384615384615383,250,2,1,885,0.13846153846153847,250,1,1,1403,0.2,250,0,0,2360,0.2,
10010086,422,250,1,0.0,645,6,14,1,1,46,0.06153846153846154,194,2,1,438,0.1,192,1,1,601,0.14615384615384616,250,2,1,803,0.2,250,2,1,837,0.16923076923076924,250,0,0,2360,0.3230769230769231,
10010086,448,192,1,0.16666666666666666,601,6,89,2,1,250,0.14754098360655737,3,1,0,571,0.2540983606557377,250,1,1,645,0.1557377049180328,250,2,1,795,0.13934426229508196,250,2,1,837,0.23770491803278687,250,0,0,2360,0.06557377049180328,
10030016,224,250,2,0.16666666666666666,787,6,27,2,1,68,0.04225352112676056,120,1,1,357,0.16901408450704225,250,3,1,466,0.13380281690140844,250,3,1,474,0.14084507042253522,250,3,2,663,0.2746478873239437,250,2,1,1340,0.23943661971830985,
10030016,234,250,2,0.0,532,6,31,2,1,85,0.07377049180327869,52,2,1,280,0.12295081967213115,169,3,1,413,0.21311475409836064,250,3,1,1209,0.16393442622950818,250,3,1,1410,0.22950819672131148,250,1,1,1617,0.19672131147540983,
10030016,273,180,2,0.3333333333333333,471,6,27,2,1,68,0.05660377358490566,153,1,1,292,0.22641509433962265,1,1,0,399,0.11320754716981132,250,3,2,663,0.2169811320754717,250,3,1,700,0.16981132075471697,250,2,1,737,0.2169811320754717,
10030016,426,250,2,0.16666666666666666,600,6,146,2,1,289,0.16666666666666666,220,3,1,611,0.15873015873015872,169,2,1,731,0.23015873015873015,250,3,1,881,0.12698412698412698,250,1,1,929,0.1984126984126984,250,1,2,1670,0.11904761904761904,
10050100,17,250,1,0.0,684,6,26,2,1,109,0.12307692307692308,114,2,1,189,0.13076923076923078,234,1,1,343,0.2076923076923077,250,2,1,463,0.11538461538461539,250,1,1,1304,0.18461538461538463,250,0,0,2510,0.23846153846153847,
10050100,1729,250,1,0.0,589,6,81,2,1,216,0.1487603305785124,133,2,1,310,0.09917355371900827,250,2,1,351,0.09917355371900827,113,1,1,380,0.11570247933884298,250,1,1,1304,0.3140495867768595,250,0,0,2510,0.2231404958677686,
10050100,1733,234,1,0.0,343,6,114,2,1,189,0.09183673469387756,174,1,1,449,0.07142857142857142,207,2,1,520,0.1836734693877551,250,1,1,684,0.2755102040816326,250,2,1,712,0.17346938775510204,250,0,0,2510,0.20408163265306123,
10050100,19,114,2,0.0,189,6,26,2,1,109,0.10810810810810811,234,1,1,343,0.12162162162162163,250,3,1,626,0.04054054054054054,250,1,1,684,0.22972972972972974,250,2,1,712,0.17567567567567569,250,3,1,806,0.32432432432432434,
10050100,46,250,2,0.0,463,6,26,2,1,109,0.09821428571428571,250,3,1,626,0.16964285714285715,250,1,1,684,0.13392857142857142,250,2,1,1046,0.22321428571428573,250,1,1,1304,0.25,250,3,1,1376,0.125,
10050100,1528,250,2,0.0,664,6,250,2,1,631,0.25,250,3,1,841,0.17647058823529413,250,2,1,960,0.11029411764705882,250,1,1,1029,0.09558823529411764,250,3,1,1031,0.22794117647058823,250,3,1,1582,0.13970588235294118,
10050100,1628,126,2,0.0,275,6,44,1,1,138,0.13095238095238096,51,3,1,197,0.14285714285714285,128,2,1,248,0.25,154,1,1,590,0.10714285714285714,250,2,1,1043,0.2619047619047619,250,3,1,1355,0.10714285714285714,
10050100,1698,250,2,0.0,351,6,128,2,1,248,0.09574468085106383,133,2,1,310,0.18085106382978725,113,1,1,380,0.26595744680851063,250,1,1,589,0.1276595744680851,250,3,1,718,0.20212765957446807,250,3,1,1355,0.1276595744680851,
10010072,1552,250,1,0.0,731,6,191,2,1,375,0.20149253731343283,150,1,1,531,0.20149253731343283,250,2,1,688,0.11194029850746269,250,2,1,1046,0.1417910447761194,250,1,1,1335,0.21641791044776118,250,0,0,2386,0.12686567164179105,
10010072,1347,248,2,0.0,534,6,2,2,1,11,0.058333333333333334,228,2,1,234,0.18333333333333332,250,3,1,861,0.2833333333333333,250,1,1,992,0.008333333333333333,250,3,1,1034,0.19166666666666668,250,2,1,1306,0.275,
10010072,1412,228,2,0.0,234,6,147,1,1,445,0.1794871794871795,248,2,1,534,0.28205128205128205,250,3,1,861,0.0641025641025641,250,1,1,992,0.1282051282051282,250,2,1,1018,0.21794871794871795,250,1,1,1404,0.1282051282051282,
10010072,1413,250,2,0.0,810,6,55,3,1,255,0.09154929577464789,189,2,1,622,0.14788732394366197,250,2,1,1018,0.29577464788732394,250,3,1,1204,0.21830985915492956,250,1,1,1404,0.1267605633802817,250,3,1,2078,0.11971830985915492,
10010072,1472,250,2,0.0,521,6,55,3,1,201,0.11666666666666667,116,3,1,385,0.18333333333333332,242,2,1,744,0.225,250,3,1,775,0.09166666666666666,250,1,1,919,0.058333333333333334,250,2,1,1563,0.325,
10010072,1518,250,2,0.0,721,6,51,2,1,217,0.11764705882352941,250,1,1,598,0.13970588235294118,189,2,1,622,0.27941176470588236,250,3,1,711,0.27205882352941174,250,3,1,1125,0.14705882352941177,250,3,1,1204,0.04411764705882353,
10010072,1587,250,2,0.0,1002,6,28,2,1,194,0.042682926829268296,80,3,1,313,0.10975609756097561,250,3,1,682,0.21341463414634146,250,2,1,1318,0.2865853658536585,250,1,1,1335,0.25609756097560976,250,3,1,1389,0.09146341463414634,
10030011,1080,250,1,0.16666666666666666,1654,6,47,1,2,326,0.12254901960784313,163,2,1,463,0.1715686274509804,248,2,1,552,0.14705882352941177,250,2,1,736,0.16666666666666666,250,1,1,961,0.22058823529411764,250,0,0,2727,0.1715686274509804,
10030011,1112,250,1,0.3333333333333333,961,6,6,1,0,140,0.04878048780487805,163,2,1,463,0.012195121951219513,250,2,1,645,0.17073170731707318,250,2,2,1345,0.25,250,1,1,1654,0.27439024390243905,250,0,0,2727,0.24390243902439024,
10030011,1197,250,1,0.16666666666666666,649,6,1,1,0,252,0.1328125,119,1,1,338,0.140625,250,2,1,702,0.171875,250,2,1,1092,0.25,250,2,1,1430,0.1640625,250,0,0,2727,0.140625,
10030011,1211,83,1,0.16666666666666666,234,6,1,1,0,10,0.06756756756756757,57,1,1,186,0.0945945945945946,119,1,1,338,0.08108108108108109,250,2,1,902,0.3108108108108108,250,2,1,1546,0.10810810810810811,250,0,0,2727,0.33783783783783783,
10030011,1085,250,2,0.16666666666666666,645,6,163,2,1,463,0.24242424242424243,250,3,1,613,0.19696969696969696,250,3,1,823,0.17424242424242425,250,3,1,954,0.06818181818181818,250,1,1,961,0.21212121212121213,250,2,2,1345,0.10606060606060606,
10030011,1217,250,2,0.16666666666666666,1092,6,240,3,1,582,0.14457831325301204,250,1,1,649,0.1927710843373494,250,2,1,702,0.0783132530120482,250,3,2,1134,0.13855421686746988,250,2,1,1430,0.18674698795180722,250,3,1,1516,0.25903614457831325,
10030011,1240,250,2,0.0,902,6,83,1,1,234,0.14743589743589744,119,1,1,338,0.10897435897435898,187,3,1,434,0.07051282051282051,250,2,1,1430,0.1794871794871795,250,2,1,1546,0.2948717948717949,250,3,1,1769,0.1987179487179487,
10050109,213,250,1,0.3333333333333333,976,6,64,2,1,191,0.10625,81,2,1,225,0.15,250,1,1,530,0.15625,145,2,2,569,0.13125,163,1,2,1742,0.13125,250,0,0,2603,0.325,
10050109,147,250,2,0.8333333333333334,752,6,34,3,2,112,0.05555555555555555,81,2,1,225,0.18055555555555555,97,3,2,268,0.11805555555555555,250,2,2,999,0.1597222222222222,250,3,2,1444,0.2222222222222222,163,1,2,1742,0.2638888888888889,
10050109,183,250,2,0.6666666666666666,760,6,58,3,1,209,0.08955223880597014,250,3,2,792,0.1791044776119403,250,2,2,999,0.20149253731343283,250,3,1,1149,0.1865671641791045,166,2,2,1338,0.16417910447761194,163,1,2,1742,0.1791044776119403,
10050109,311,245,2,0.16666666666666666,613,6,14,3,1,70,0.03508771929824561,250,1,1,830,0.21929824561403508,250,2,2,916,0.20175438596491227,250,3,1,1170,0.20175438596491227,250,2,1,1354,0.16666666666666666,250,3,1,1665,0.17543859649122806,
10050109,334,248,2,0.5,485,6,1,1,0,204,0.08620689655172414,86,2,2,239,0.14655172413793102,1,1,0,441,0.21551724137931033,250,3,1,569,0.10344827586206896,250,2,1,725,0.2413793103448276,250,3,1,863,0.20689655172413793,
10050109,357,250,2,0.3333333333333333,513,6,164,3,2,351,0.1896551724137931,250,2,1,355,0.20689655172413793,83,2,1,385,0.07758620689655173,250,3,1,762,0.25,250,3,2,883,0.08620689655172414,250,1,1,914,0.1896551724137931,
10050109,362,250,2,0.6666666666666666,355,6,164,3,2,351,0.18518518518518517,250,2,1,513,0.2222222222222222,250,3,2,582,0.1111111111111111,99,1,2,684,0.16666666666666666,250,1,1,914,0.08333333333333333,250,2,2,916,0.23148148148148148,
10010044,1309,172,1,0.16666666666666666,510,6,20,2,2,85,0.09259259259259259,24,1,1,103,0.1111111111111111,36,1,1,182,0.1574074074074074,250,2,1,636,0.21296296296296297,250,2,1,1023,0.2962962962962963,250,0,0,2738,0.12962962962962962,
10010044,1361,82,1,0.0,245,6,5,2,1,25,0.0641025641025641,24,1,1,103,0.14102564102564102,85,1,1,206,0.1282051282051282,250,2,1,636,0.14102564102564102,250,2,1,1089,0.2692307692307692,250,0,0,2738,0.2564102564102564,
10010044,1426,250,1,0.0,798,6,85,1,1,206,0.05263157894736842,73,1,1,312,0.08552631578947369,250,2,1,484,0.19736842105263158,250,2,1,1226,0.23684210526315788,250,2,1,1647,0.19736842105263158,250,0,0,2738,0.23026315789473684,
10010044,1452,198,1,0.0,413,6,10,2,1,36,0.0660377358490566,73,1,1,312,0.12264150943396226,102,1,1,364,0.05660377358490566,250,2,1,716,0.08490566037735849,250,2,1,1035,0.3490566037735849,250,0,0,2738,0.32075471698113206,
10010044,1459,250,2,0.0,484,6,122,3,1,352,0.19642857142857142,250,3,1,717,0.15178571428571427,250,1,1,798,0.26785714285714285,250,3,1,1002,0.19642857142857142,250,2,1,1226,0.10714285714285714,250,2,1,1647,0.08035714285714286,
10050136,316,250,1,0.5,814,6,121,1,1,203,0.12142857142857143,150,2,2,296,0.15714285714285714,201,2,2,321,0.14285714285714285,250,2,1,854,0.15,250,1,2,1269,0.17142857142857143,250,0,0,2456,0.2571428571428571,
10050136,187,250,2,0.3333333333333333,381,6,22,2,1,87,0.125,250,3,1,632,0.125,250,3,2,692,0.17708333333333334,250,1,1,822,0.11458333333333333,103,2,2,1005,0.15625,250,3,1,1219,0.3020833333333333,
10030018,525,250,1,0.3333333333333333,543,6,1,1,0,145,0.1206896551724138,250,1,1,617,0.13793103448275862,250,2,2,877,0.2413793103448276,250,2,1,913,0.2413793103448276,250,1,1,1495,0.1896551724137931,250,0,0,2443,0.06896551724137931,
10030018,529,250,1,0.16666666666666666,617,6,17,1,1,89,0.07258064516129033,250,1,1,543,0.12903225806451613,250,2,1,566,0.14516129032258066,250,2,1,598,0.18548387096774194,250,2,2,877,0.18548387096774194,250,0,0,2443,0.28225806451612906,
10030018,513,250,2,0.0,598,6,17,1,1,89,0.0873015873015873,250,2,1,566,0.23809523809523808,250,1,1,617,0.18253968253968253,250,2,1,617,0.1349206349206349,250,1,1,788,0.1746031746031746,250,3,1,1207,0.18253968253968253,
10030018,530,250,2,0.16666666666666666,617,6,73,3,1,183,0.09016393442622951,89,3,2,259,0.11475409836065574,250,2,1,598,0.13934426229508196,250,1,1,788,0.2459016393442623,250,3,1,840,0.22131147540983606,250,3,1,1207,0.1885245901639344,
10030018,544,250,2,0.16666666666666666,976,6,250,3,1,266,0.12025316455696203,196,2,1,495,0.14556962025316456,250,2,1,1008,0.24050632911392406,250,3,2,1214,0.10126582278481013,250,3,1,1289,0.22784810126582278,250,1,1,1495,0.16455696202531644,
10030018,615,250,2,0.0,950,6,73,3,1,183,0.07738095238095238,160,3,1,376,0.19642857142857142,250,2,1,539,0.047619047619047616,250,1,1,788,0.13690476190476192,250,2,1,1110,0.30952380952380953,250,3,1,1296,0.23214285714285715,
10030018,673,250,2,0.16666666666666666,514,6,48,3,1,140,0.1271186440677966,87,2,1,251,0.16101694915254236,138,2,1,390,0.1694915254237288,250,1,1,519,0.2542372881355932,250,3,1,840,0.11864406779661017,250,1,2,1407,0.1694915254237288,
10050131,892,147,2,0.5,398,6,50,2,1,151,0.07,122,3,1,284,0.09,160,3,2,369,0.2,2,1,0,532,0.19,250,3,2,876,0.22,250,2,1,1175,0.23,
10050131,893,147,2,0.16666666666666666,304,6,50,2,1,151,0.05555555555555555,40,3,1,167,0.1111111111111111,250,1,1,855,0.15555555555555556,250,3,2,876,0.2777777777777778,250,3,1,1191,0.17777777777777778,250,2,1,1451,0.2222222222222222,
